-0.00012686,-3.678e-05,8.6023e-06,8.2359e-05,3.3573e-05,-0.0002777
-7.3967e-05,-6.1672e-05,4.5552e-05,8.3346e-05,7.4791e-05,-0.00026915
-0.00012884,-9.8674e-05,-2.4896e-05,0.00014301,0.00022229,-0.00041283
-0.00029895,-0.00013394,-0.00014899,0.00025111,0.00031326,-0.00047855
-0.00041629,-0.00025393,-0.00025465,0.00027772,0.00036706,-0.00052508
-0.00030276,-0.0001839,-0.00021454,0.000272,0.00028528,-0.00041446
-0.00016641,-0.00014928,-0.00011121,0.00017671,0.00023723,-0.00034777
-0.0002112,-0.00010985,0.00015708,0.00020746,0.00039336,-0.00074349
-0.0014731,0.0012319,0.0011349,0.00087914,0.00069555,-0.0018839
-0.002979,0.003035,0.0029679,0.002307,0.00017922,-0.0033747
-0.0026916,0.0035435,0.0036091,0.0036009,-0.0003638,-0.0047699
-0.0018691,0.0030886,0.0025749,0.0037126,-8.2265e-05,-0.0048951
-0.001049,0.0025825,0.0018114,0.0032156,9.9328e-05,-0.0048133
-0.0005761,0.0027814,0.0015354,0.0032589,0.00016802,-0.0051619
-0.00019293,0.0034942,0.0010659,0.003385,0.00031726,-0.005712
-0.00063871,0.0044885,0.000877,0.0034891,0.00047801,-0.0063378
-0.0010381,0.0041772,0.0011694,0.0036279,0.00052486,-0.0070673
-0.00062127,0.0032738,0.0013099,0.0042658,0.00077193,-0.0078275
0.0001399,0.0021263,0.0014053,0.0047249,0.00079758,-0.0084369
0.00064822,0.00031711,0.0016754,0.00558,0.00082071,-0.009058
0.00053742,-0.00053029,0.0022539,0.0066571,0.0005864,-0.009563
-0.00080479,-0.0008913,0.0032212,0.008152,-0.00020254,-0.010027
-0.00080427,-0.002693,0.0032092,0.0092174,-0.001338,-0.01107
-0.00080448,-0.0039876,0.0034278,0.0077156,-0.0032868,-0.0087314
-0.00083167,-0.0052393,0.0057408,0.0088563,-0.0041875,-0.0083843
-0.0011322,-0.0044821,0.0073859,0.008945,-0.0040491,-0.0069907
-0.00055253,-0.0026284,0.0060789,0.0081387,-0.0033642,-0.0051233
0.00033676,-0.0015267,0.0047676,0.006485,-0.0026228,-0.0036806
0.00059929,-0.0011387,0.0034627,0.004395,-0.0017857,-0.0025477
0.00089059,-0.0010441,0.0019093,0.0029397,-0.0010761,-0.0018372
0.00071758,-0.00053747,0.0009289,0.0019244,-0.00047944,-0.0013933
0.00032236,-0.00012158,0.00034944,0.0011218,-4.8755e-05,-0.0011098
0.0002078,0.00013644,0.00012289,0.00068498,0.00020655,-0.00094608
0.00029825,0.0002656,7.1372e-05,0.00052111,0.00038706,-0.00088413
0.00034734,0.00047939,0.00013913,0.00048929,0.00053714,-0.00088664
0.00032173,0.00079188,0.00027509,0.00056307,0.00072965,-0.00094615
0.00034993,0.0021954,0.00020176,0.00094329,0.0011826,-0.0011596
0.00012216,0.0046311,-7.2708e-05,0.001875,0.0019438,-0.001498
-0.00089507,0.007019,0.00035854,0.003344,0.0026722,-0.0019147
-0.0039319,0.01002,0.0025757,0.006667,0.0040238,-0.0027466
-0.0062073,0.014607,0.0079848,0.012501,0.0070971,-0.0045531
-0.0048909,0.0099273,0.015673,0.016506,0.010534,-0.0069762
0.0062785,-0.005669,0.027661,0.013861,0.010622,-0.0096647
0.017617,-0.018014,0.033407,0.0036264,0.0032164,-0.011379
0.0098353,-0.012423,0.026652,0.00089066,-0.0076522,-0.011425
0.0055412,-0.0075831,0.013838,0.010111,-0.017467,-0.012327
0.01387,-0.010494,-0.0003067,0.020875,-0.025078,-0.012996
0.00017376,-0.0039081,-0.0083574,0.015622,-0.021236,-0.010672
-0.011725,0.01178,-0.0025575,0.016593,-0.013463,-0.010398
-0.0097492,0.0099171,0.001017,0.016831,-0.010264,-0.0084582
-0.0052013,0.0038308,0.007098,0.015111,-0.0097297,-0.0068187
-0.00013212,-0.002291,0.0054076,0.012881,-0.0095754,-0.0054726
0.0046918,-0.005696,0.00061205,0.010159,-0.0086339,-0.0041033
0.0051543,-0.005805,-0.0019243,0.0067713,-0.0065357,-0.0027179
0.0032293,-0.0036392,-0.0013361,0.0035353,-0.0034858,-0.0013622
0.0010985,-0.0017167,0.00018964,0.0015477,-0.0013737,-0.00057166
0.00072546,-0.0010263,0.00037697,0.00088838,-0.00064486,-0.00028786
0.0004928,-0.0005709,0.00038719,0.00065617,-0.00039411,-0.00020484
5.6136e-05,-0.00028121,0.00019035,0.00035898,-0.00017575,-0.00012084
-0.0002073,-0.00020116,0.0002198,0.00044416,-0.00013142,-0.00018229
-0.00041401,0.00013799,9.5058e-05,0.0006888,-6.3899e-05,-0.00036687
-0.00097644,0.0006675,0.00057393,0.0019811,0.00042049,-0.0013934
-0.0026199,0.00078492,0.001345,0.0013422,0.0021374,-0.0029515
-0.0025789,0.00059286,0.00048741,-0.00087967,0.002183,-0.0028499
-0.0029684,-0.0003466,0.0016223,0.00096119,0.0011371,-0.0027464
-0.0047246,-0.00013835,0.0024258,0.0020768,0.0011988,-0.0034655
-0.0047871,-0.001475,0.0060607,0.0015348,0.0007214,-0.0058034
-0.0054736,-0.0012811,0.0084215,-0.0031104,0.0005256,-0.0088482
-0.0025709,-0.00065916,0.0065701,-0.0043028,-0.00029421,-0.0076497
-0.00065314,-0.00073198,0.0046218,-0.0037777,-0.00054036,-0.0068393
-0.00070564,-4.1177e-05,0.0031324,-0.0044452,-0.00059119,-0.0061887
-0.0034779,0.0016722,0.0010315,-0.0081151,-0.00067129,-0.0061434
-0.0047758,0.0034661,-0.00061588,-0.010464,-0.00022771,-0.006354
-0.0034553,0.0030864,-0.0016581,-0.0099856,0.00083367,-0.0066083
-0.0022527,0.0043187,-0.0056883,-0.011074,0.00097208,-0.0077278
-0.000942,0.004907,-0.0085729,-0.010277,0.0020428,-0.008672
0.00015166,0.0043996,-0.008262,-0.0082673,0.0032138,-0.0083515
0.00063758,0.0033818,-0.0072342,-0.0056516,0.0029339,-0.0068002
-0.00043021,0.0032101,-0.0062803,-0.0047268,0.0024359,-0.0059722
-0.0015644,0.0032482,-0.005004,-0.0039377,0.0018212,-0.0053842
-0.0017106,0.0027993,-0.0039206,-0.0029724,0.00096229,-0.0045366
-0.0019048,0.0027584,-0.0035848,-0.0024826,0.00057366,-0.0040113
-0.0018231,0.002979,-0.0035943,-0.0023346,0.00070775,-0.0038421
-0.0021528,0.0028302,-0.0037858,-0.0023508,0.001101,-0.0037697
-0.0023698,0.0022408,-0.0036073,-0.0018038,0.0010865,-0.0032585
-0.0021038,0.0015919,-0.0030145,-0.00091352,0.00050263,-0.0024991
-0.0016725,0.0012606,-0.0026411,-0.00038554,2.894e-05,-0.0022043
-0.0013197,0.00085265,-0.0023287,8.5353e-05,-0.0004953,-0.0019755
-0.0009129,0.00044185,-0.0021347,0.00046796,-0.00084341,-0.0018602
-0.0004692,0.00013396,-0.0018318,0.00080797,-0.001006,-0.0017634
-0.00012686,-3.678e-05,8.6023e-06,8.2359e-05,3.3573e-05,-0.0002777
-7.5056e-05,-6.116e-05,4.4792e-05,8.3326e-05,7.3942e-05,-0.00026933
-0.0001274,-9.7867e-05,-2.3126e-05,0.0001416,0.00021891,-0.00040941
-0.00029486,-0.00013319,-0.00014615,0.00024861,0.00031158,-0.00047752
-0.0003375,-0.00021381,-0.00019419,0.00026296,0.00031956,-0.00044285
-0.0002688,-0.00015576,-0.00016133,0.00025929,0.00024273,-0.00034445
-0.00017375,-0.00014681,-0.0001149,0.00018446,0.00023502,-0.00034463
-0.00019914,-0.0001154,0.00013256,0.00020054,0.00037783,-0.00070495
-0.00066458,0.00079314,0.00098148,0.00090298,0.00057708,-0.0016153
-0.0015609,0.0025904,0.0027578,0.0027084,0.00028991,-0.0029691
-0.0023647,0.0035836,0.0038808,0.003965,-0.00029071,-0.0046217
-0.0019205,0.0031612,0.0028559,0.003849,-0.00014841,-0.0049834
-0.0010651,0.0026626,0.0019357,0.0034018,0.00012774,-0.004848
-0.00061306,0.002818,0.0014352,0.003437,0.00017977,-0.0052122
