-0.00010574,-0.024024,-1.3975e-05,0.013181,-1.1619e-08
-0.00010561,-0.02437,-1.3876e-05,0.01296,-1.1986e-08
-0.00010737,-0.025071,-1.3889e-05,0.012803,-1.2208e-08
-0.00010547,-0.025234,-1.3747e-05,0.012821,-1.2741e-08
-0.00010143,-0.024856,-1.3492e-05,0.013088,-1.3345e-08
-9.7149e-05,-0.024007,-1.3192e-05,0.013481,-1.3659e-08
-9.0716e-05,-0.022597,-1.2537e-05,0.013711,-1.3935e-08
-7.8177e-05,-0.01965,-1.1061e-05,0.013705,-1.3812e-08
-6.4604e-05,-0.016416,-9.4879e-06,0.013757,-1.3657e-08
-5.4499e-05,-0.013796,-8.374e-06,0.013848,-1.3325e-08
-4.8342e-05,-0.011832,-7.6265e-06,0.013934,-1.2763e-08
-4.1688e-05,-0.010093,-6.7709e-06,0.014037,-1.2706e-08
-3.117e-05,-0.007897,-5.5451e-06,0.014147,-1.3224e-08
-1.9069e-05,-0.0055297,-3.9759e-06,0.014245,-1.4298e-08
-6.5881e-06,-0.0027657,-1.9999e-06,0.014295,-1.5597e-08
6.9883e-06,0.00049041,3.3702e-07,0.014384,-1.7431e-08
2.2596e-05,0.0046255,2.7902e-06,0.014483,-1.9167e-08
3.7597e-05,0.0088482,4.8736e-06,0.014648,-2.032e-08
5.0628e-05,0.012554,6.2411e-06,0.014927,-2.0694e-08
6.0455e-05,0.01537,7.1679e-06,0.015247,-2.0899e-08
6.5151e-05,0.016806,7.4669e-06,0.015607,-2.0748e-08
6.5131e-05,0.016876,7.1003e-06,0.015926,-2.0087e-08
6.2118e-05,0.01601,6.1955e-06,0.01615,-1.8963e-08
5.6291e-05,0.014289,5.3526e-06,0.016312,-1.8566e-08
4.6543e-05,0.011835,4.11e-06,0.016389,-1.8028e-08
3.5508e-05,0.0094,2.8849e-06,0.016333,-1.7538e-08
2.3719e-05,0.0070308,1.6149e-06,0.016086,-1.679e-08
1.2955e-05,0.0048548,2.3522e-07,0.015868,-1.5866e-08
4.1021e-06,0.0029039,-1.3672e-06,0.01556,-1.4521e-08
-1.3301e-06,0.0015336,-2.7737e-06,0.015119,-1.3134e-08
-2.5763e-06,0.00098819,-3.4053e-06,0.014488,-1.2122e-08
2.4595e-06,0.0016431,-2.7803e-06,0.013494,-1.1726e-08
1.1147e-05,0.0031763,-6.2803e-07,0.012061,-1.2249e-08
1.6748e-05,0.0042187,1.9053e-06,0.010285,-1.3097e-08
1.9303e-05,0.0046285,4.2963e-06,0.0083353,-1.4088e-08
1.8216e-05,0.0045876,6.1858e-06,0.0066015,-1.5184e-08
1.5364e-05,0.0041744,8.3579e-06,0.005073,-1.8714e-08
8.7805e-06,0.0034703,1.0482e-05,0.003581,-2.5058e-08
1.425e-06,0.0027902,1.3522e-05,0.0022108,-4.3824e-08
-1.1619e-05,0.0022913,1.6363e-05,0.0010525,-9.8063e-08
-4.1717e-05,0.0022371,2.1561e-05,0.00030667,-3.8047e-07
-0.0017961,0.00092756,0.0013695,3.5446e-05,-9.5065e-05
-0.0021432,0.000926,0.0013914,3.2375e-05,-0.00010537
-0.0014406,0.0015635,0.00058514,7.9265e-05,-3.8932e-05
-0.00014371,0.0026999,1.3399e-05,0.0002324,-7.8842e-07
-6.7645e-05,0.0029648,1.6877e-05,0.00036749,-3.2968e-07
-5.8924e-05,0.0029568,1.8438e-05,0.00048967,-2.7443e-07
-5.7967e-05,0.0027862,1.7769e-05,0.00053771,-2.3591e-07
-7.9532e-05,0.0034063,1.8273e-05,0.00055912,-2.5683e-07
-0.000153,0.0038359,1.3586e-05,0.00035079,-5.0014e-07
-0.0041985,0.00092343,0.00060751,2.868e-05,-9.4709e-05
-0.0069562,0.00017749,0.00087288,1.8012e-06,-0.00054604
-0.0074496,9.5379e-05,0.0003462,4.2911e-07,-0.0012105
