0.0015246,-0.010462,-0.020025,0.0035782,0.0063862
0.0016304,-0.010575,-0.020274,0.0035988,0.0062733
0.0026622,-0.011138,-0.020669,0.0037897,0.0061899
0.0037114,-0.011231,-0.020852,0.0041087,0.0061907
0.0045151,-0.011044,-0.020743,0.0045359,0.0063154
0.0050284,-0.010703,-0.020297,0.0050259,0.0065018
0.0046117,-0.010761,-0.019229,0.0054859,0.0066076
0.00353,-0.010105,-0.016996,0.0061125,0.006592
0.0025677,-0.0089299,-0.014735,0.0067834,0.0066039
0.0020205,-0.0072372,-0.013081,0.0072115,0.0066402
0.0022833,-0.0054741,-0.011794,0.0073987,0.0066835
0.0029317,-0.0037058,-0.01062,0.0074502,0.0067428
0.0027674,-0.0020792,-0.0091148,0.0074779,0.0068101
0.0013378,-0.00080056,-0.0074801,0.0075489,0.0068662
-0.00078826,0.00021621,-0.0055703,0.0077301,0.0068919
-0.0030911,0.001381,-0.0033873,0.0079984,0.0069354
-0.0048417,0.0031137,-0.00051908,0.0082686,0.0069903
-0.0060784,0.0049235,0.0024609,0.0084918,0.0070856
-0.0072468,0.0066434,0.0049798,0.0087972,0.0072314
-0.0082764,0.0077492,0.0069361,0.0091142,0.0073968
-0.0085284,0.0081663,0.007939,0.0095302,0.0075773
-0.0074839,0.0078761,0.0080732,0.0098136,0.0077394
-0.0058523,0.0074117,0.0075134,0.0098755,0.007858
-0.0040067,0.0066036,0.0063761,0.0097765,0.0079473
-0.0024045,0.0055757,0.0048785,0.0091405,0.0080098
-0.0015078,0.0043195,0.0035787,0.0080789,0.0080193
-0.0010121,0.0028358,0.0024283,0.0068666,0.0079357
-0.00092609,0.0013875,0.001302,0.005799,0.0078588
-0.0011572,0.00043644,0.00016176,0.0046284,0.0077357
-0.0016929,0.00037621,-0.0007543,0.003557,0.0075375
-0.002189,0.0010273,-0.0013269,0.0031062,0.0072206
-0.0030923,0.002478,-0.0013143,0.0032196,0.0067005
-0.0036669,0.0035734,-0.00053735,0.0040811,0.0059396
-0.0034059,0.0031779,0.00029166,0.0052326,0.0050023
-0.0025594,0.001909,0.00090013,0.0061354,0.0039897
-0.0012811,0.00058701,0.001352,0.0064806,0.0031094
-0.00058385,-0.00072254,0.0016099,0.0061603,0.0023564
-0.00024873,-0.0019439,0.0016953,0.0053499,0.0016376
0.00016467,-0.0026642,0.0017973,0.0042189,0.00099107
0.00050306,-0.003025,0.0019877,0.0029405,0.00045382
0.00076046,-0.0030431,0.0023515,0.001977,0.00011355
0.00096866,-0.002771,0.0026094,0.0014401,-6.7999e-05
0.00093006,-0.0024529,0.0030684,0.0013894,-7.9489e-05
0.00063009,-0.0020065,0.0032704,0.0013263,-9.4808e-06
0.00075046,-0.0020906,0.0032359,0.0013155,9.915e-05
0.00047497,-0.0020757,0.0030054,0.0012537,0.00017235
0.0003251,-0.0021474,0.0029832,0.0012828,0.00023275
0.00031349,-0.0021343,0.002878,0.0011291,0.00026179
-3.6479e-05,-0.0021224,0.0035185,0.0011187,0.00027942
-0.00012474,-0.0021765,0.0044115,0.00099343,0.00018029
-0.00073982,-0.0021943,0.0053947,0.000694,-7.9729e-05
-0.0010187,-0.0020517,0.0060768,0.00021903,-0.0004937
-0.0017544,-0.0016859,0.006429,-0.00010647,-0.0010825
-0.0025858,-0.00038969,0.0062287,-0.00044077,-0.0019446
-0.0039535,0.00091948,0.0057767,-0.00082963,-0.0029068
-0.0054312,0.0014061,0.005616,-0.0015808,-0.0040545
-0.006581,0.00025063,0.0060005,-0.0026055,-0.0052946
-0.0072262,-0.0016678,0.0051459,-0.0042703,-0.006439
-0.0080217,-0.0031028,0.0026383,-0.0056499,-0.0076058
-0.0084848,-0.0045783,-0.00043455,-0.0068802,-0.008467
-0.0081102,-0.0053442,-0.0034215,-0.007967,-0.0090144
-0.0072552,-0.005361,-0.0065272,-0.0087772,-0.0093388
-0.0062522,-0.0046795,-0.0095917,-0.0092282,-0.0096881
-0.0049748,-0.0033147,-0.012011,-0.00925,-0.0099529
-0.0033928,-0.0024752,-0.013836,-0.0093547,-0.010047
-0.0010517,-0.002347,-0.014675,-0.0094227,-0.0099681
0.0014018,-0.0016615,-0.014108,-0.0091674,-0.0099016
0.0033412,-0.00049913,-0.012627,-0.0086129,-0.0098306
0.005232,0.00064257,-0.010793,-0.0078477,-0.0096316
0.0072128,0.0021808,-0.0084086,-0.0069491,-0.00939
0.0090422,0.0038729,-0.0058351,-0.0060121,-0.0091427
0.010606,0.0055382,-0.0035753,-0.004733,-0.0089728
0.011874,0.00699,-0.001952,-0.003098,-0.0089144
0.012195,0.0087288,-0.0011843,-0.0015395,-0.0089374
0.012336,0.011144,-0.00094403,-4.8399e-05,-0.0090175
0.01273,0.013847,-0.00098476,0.0013376,-0.0091751
0.01317,0.016544,-0.00091422,0.0025248,-0.0094207
0.013405,0.018842,-0.0010568,0.0034358,-0.0096948
0.013242,0.020588,-0.001443,0.0043351,-0.010001
0.01316,0.021854,-0.00206,0.0053267,-0.010312
0.013445,0.022895,-0.0025545,0.0065124,-0.010596
0.014199,0.023509,-0.0031418,0.0079306,-0.010837
0.015257,0.023781,-0.0036909,0.0093207,-0.01103
0.016787,0.024248,-0.0043588,0.010739,-0.01122
0.018318,0.024604,-0.0050869,0.0122,-0.011461
0.019433,0.024078,-0.0054119,0.013619,-0.011762
0.019931,0.022101,-0.0056946,0.015001,-0.012098
0.01969,0.018657,-0.0060959,0.015883,-0.012406
0.019096,0.014302,-0.0064011,0.01636,-0.012679
0.018131,0.0099904,-0.0062916,0.016555,-0.012848
0.0015335,-0.010489,-0.020065,0.0035674,0.0063904
0.0016887,-0.010699,-0.020417,0.0035917,0.0062888
0.0027859,-0.011374,-0.020884,0.0038081,0.0062154
0.0039427,-0.011613,-0.021118,0.0041571,0.0062239
0.0048794,-0.011551,-0.021025,0.0046572,0.0063718
0.0052726,-0.011219,-0.020374,0.0050653,0.0065356
0.0048951,-0.011467,-0.019287,0.0054615,0.0066142
0.0038255,-0.011042,-0.017031,0.0060256,0.0065799
0.002699,-0.0099265,-0.014649,0.0065896,0.0065521
0.0020462,-0.0082936,-0.012935,0.0070268,0.0065925
0.0023537,-0.00632,-0.011511,0.0072599,0.0066527
0.0031315,-0.004592,-0.010265,0.0073137,0.0067128
0.0031098,-0.0030629,-0.0087812,0.0073607,0.0067688
